,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,7
8,8
9,9
10,10
11,0
12,0
13,0
14,0
15,10
16,0
17,0
18,0
19,7
20,0
21,0
22,0
23,0
24,7
25,0
26,7
27,0
28,7
29,7
30,7
31,7
32,0
33,0
34,34
35,34
36,34
37,34
38,34
39,34
40,0
41,34
42,0
43,0
44,0
45,7
46,0
47,47
48,0
49,0
50,0
51,0
52,0
53,47
54,7
55,7
56,0
57,10
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,7
80,0
81,0
82,0
83,10
84,7
85,85
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,34
97,47
98,47
99,85
100,85
101,0
102,47
103,47
104,47
105,47
106,47
107,0
108,108
109,108
110,108
111,0
112,108
113,113
114,113
115,113
116,113
117,0
118,0
119,0
120,0
121,121
122,121
123,10
124,0
125,0
126,0
127,0
128,0
129,0
130,7
131,131
132,0
133,10
134,10
135,10
136,10
137,10
138,10
139,10
140,10
141,10
142,10
143,10
144,10
145,10
146,10
147,10
148,10
149,10
150,10
151,10
152,10
153,10
154,10
155,10
156,10
157,10
158,10
159,0
160,0
161,161
162,161
163,0
164,0
165,0
166,7
167,0
168,113
169,0
170,0
171,113
172,113
173,113
174,113
175,0
176,161
177,0
178,34
179,0
180,0
181,0
182,34
183,10
184,7
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,47
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,212
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,131
223,131
224,131
225,131
226,131
227,131
228,131
229,131
230,212
231,212
232,212
233,212
234,212
235,0
236,108
237,108
238,108
239,108
240,0
241,108
242,0
243,0
